date,hour,icon,summary,temperature,apparentTemperature,cloudCover,dewPoint,humidity,precipIntensity,precipProbability,pressure,visibility,windBearing
2017-03-05,5,cloudy,Overcast,5.49,3.46,1,3.38,0.86,0.0991,0.19,1016.54,10.51,224
2017-03-05,6,partly-cloudy-night,Mostly Cloudy,5.91,3.26,0.75,4,0.88,0.1321,0.33,1016.84,10.36,226
2017-03-05,7,partly-cloudy-night,Mostly Cloudy,6.1,3.14,0.87,4.29,0.88,0,0,1017.97,10.24,230
2017-03-05,8,partly-cloudy-day,Mostly Cloudy,6.14,2.95,0.75,4.92,0.92,0.2311,0.33,1017.97,10.4,229
2017-03-05,9,cloudy,Overcast,6.57,3.96,1,5.41,0.92,0.5105,0.26,1019.54,9.51,234
2017-03-05,10,cloudy,Overcast,7.27,4.42,1,6.13,0.92,0,0,1019.33,9.61,239
2017-03-05,11,cloudy,Overcast,7.7,4.93,1,6.55,0.92,0.1524,0.15,1019.52,10.01,235
2017-03-05,12,cloudy,Overcast,8.68,6.48,1,7.18,0.9,0.1524,0.15,1019.96,9.69,236
2017-03-05,13,partly-cloudy-day,Mostly Cloudy,9.95,8.07,0.83,7.37,0.84,0,0,1019.73,9.83,236
2017-03-05,14,cloudy,Overcast,10.97,10.97,1,7.87,0.81,0.0991,0.19,1019.36,9.9,239
2017-03-05,15,cloudy,Overcast,11.06,11.06,1,8.11,0.82,0.0762,0.15,1018.84,10.65,239
2017-03-05,16,partly-cloudy-day,Mostly Cloudy,11.72,11.72,0.88,8.36,0.8,0,0,1018.89,10.57,234
2017-03-05,17,cloudy,Overcast,11.27,11.27,1,8.56,0.83,0.0381,0.15,1019.15,10.44,229
2017-03-05,18,cloudy,Overcast,11.14,11.14,1,8.83,0.86,0.0483,0.19,1019.5,10.36,240
2017-03-05,19,cloudy,Overcast,10.65,10.65,0.99,8.83,0.89,0,0,1020.36,10.35,244
2017-03-05,20,cloudy,Overcast,10.84,10.84,1,8.48,0.85,0.0483,0.19,1020.82,10.51,242
2017-03-05,21,cloudy,Overcast,10.55,10.55,1,8.26,0.86,0.0152,0.06,1021.24,11.41,241
2017-03-05,22,partly-cloudy-night,Mostly Cloudy,10.37,10.37,0.9,8.18,0.86,0,0,1021.7,13.5,244
2017-03-05,23,cloudy,Overcast,9.86,8.22,1,7.92,0.88,0,0,1022.16,13.58,243
2017-02-22,0,partly-cloudy-night,Partly Cloudy,5.61,5.61,0.31,-1.14,0.62,0,0,1024.42,16.09,59
2017-02-22,1,partly-cloudy-night,Partly Cloudy,4.87,3.74,0.29,-0.91,0.66,0,0,1024.57,16.09,58
2017-02-22,2,partly-cloudy-night,Partly Cloudy,4.34,4.34,0.31,-1.64,0.65,0,0,1024.84,15.95,78
2017-02-22,3,partly-cloudy-night,Partly Cloudy,3.86,3.86,0.31,-1.76,0.67,0,0,1024.76,15.98,74
2017-02-22,4,partly-cloudy-night,Mostly Cloudy,3.33,3.33,0.69,-1.76,0.69,0,0,1024.57,15.71,86
2017-02-22,5,partly-cloudy-night,Partly Cloudy,3.26,3.26,0.31,-1.8,0.69,0,0,1024.42,15.4,73
2017-02-22,6,partly-cloudy-night,Partly Cloudy,2.91,2.91,0.31,-1.71,0.72,0,0,1024.46,15.82,69
2017-02-22,7,clear-night,Clear,3.72,3.72,0.24,-1.72,0.68,0,0,1023.85,15.68,49
2017-02-22,8,partly-cloudy-night,Partly Cloudy,4.5,4.5,0.31,-1.72,0.64,0,0,1024.75,15.82,72
2017-02-22,9,partly-cloudy-day,Partly Cloudy,5.56,5.56,0.31,-0.97,0.63,0,0,1024.83,15.79,62
2017-02-22,10,partly-cloudy-day,Partly Cloudy,8.38,7.78,0.59,-0.23,0.55,0,0,1023.83,15.14,59
2017-02-22,11,partly-cloudy-day,Partly Cloudy,11.16,11.16,0.31,0.64,0.48,0,0,1023.12,14.79,57
2017-02-22,12,partly-cloudy-day,Partly Cloudy,13.89,13.89,0.31,0.16,0.39,0,0,1021.76,15.18,53
2017-02-22,13,partly-cloudy-day,Mostly Cloudy,16.21,16.21,0.63,-0.04,0.33,0,0,1020.27,15.45,68
2017-02-22,14,partly-cloudy-day,Partly Cloudy,17.21,17.21,0.53,-0.04,0.31,0,0,1018.61,13.78,88
2017-02-22,15,partly-cloudy-day,Partly Cloudy,18.17,18.17,0.53,0.48,0.3,0,0,1017.17,13.37,55
2017-02-22,16,partly-cloudy-day,Partly Cloudy,19.06,19.06,0.46,0.79,0.29,0,0,1016.29,12.25,54
2017-02-22,17,clear-day,Clear,18.83,18.83,0.21,1.11,0.3,0,0,1015.57,11.06,61
2017-02-22,18,clear-day,Clear,17.23,17.23,0,1.5,0.35,0,0,1015.5,10.12,46
2017-02-22,19,partly-cloudy-night,Partly Cloudy,15.02,15.02,0.34,1.93,0.41,0,0,1016.32,11.46,73
2017-02-22,20,clear-night,Clear,13.88,13.88,0.15,2.57,0.46,0,0,1017.53,9.61,100
2017-02-22,21,partly-cloudy-night,Mostly Cloudy,13.24,13.24,0.69,2.63,0.49,0,0,1017.82,9.91,87
2017-02-22,22,partly-cloudy-night,Partly Cloudy,12.46,12.46,0.27,3.07,0.53,0,0,1018.48,9.37,64
2017-02-22,23,partly-cloudy-night,Partly Cloudy,10.74,10.74,0.29,3.44,0.61,0,0,1018.67,9.59,61
2017-09-07,0,partly-cloudy-night,Partly Cloudy,22.47,22.47,0.31,11.69,0.51,0,0,1017.33,16.09,30
2017-09-07,1,partly-cloudy-night,Partly Cloudy,20.32,20.32,0.31,11.22,0.56,0,0,1017.92,16.09,26
2017-09-07,2,partly-cloudy-night,Partly Cloudy,19.54,19.54,0.29,11.11,0.58,0,0,1018.25,16.09,27
2017-09-07,3,partly-cloudy-night,Partly Cloudy,18.57,18.57,0.31,10.46,0.59,0,0,1018.14,16.09,32
2017-09-07,4,partly-cloudy-night,Partly Cloudy,17.79,17.79,0.31,9.99,0.6,0,0,1017.98,16.09,47
2017-09-07,5,clear-night,Clear,16.87,16.87,0,9.49,0.62,0,0,1017.81,16.09,25
2017-09-07,6,partly-cloudy-night,Partly Cloudy,16.34,16.34,0.31,8.43,0.6,0,0,1017.73,16.09,37
2017-09-07,7,partly-cloudy-night,Partly Cloudy,17.06,17.06,0.31,7.52,0.53,0,0,1018.16,13.45,59
2017-09-07,8,partly-cloudy-day,Partly Cloudy,16.83,16.83,0.28,6.29,0.5,0,0,1018.16,14.39,15
2017-09-07,9,partly-cloudy-day,Partly Cloudy,18.18,18.18,0.31,5.08,0.42,0,0,1018.52,15.88,28
2017-09-07,10,clear-day,Clear,20.19,20.19,0,5.1,0.37,0,0,1018.23,15.88,28
2017-09-07,11,clear-day,Clear,22.19,22.19,0.04,5.2,0.33,0,0,1017.56,15.92,30
2017-09-07,12,clear-day,Clear,24.36,24.36,0,6.23,0.31,0,0,1017.05,16.09,36
2017-09-07,13,clear-day,Clear,26.03,26.03,0,6.22,0.28,0,0,1016.22,16.09,30
2017-09-07,14,clear-day,Clear,27.58,27.58,0.23,3.79,0.22,0,0,1015.27,15.68,43
2017-09-07,15,clear-day,Clear,28.79,28.79,0,2.28,0.18,0,0,1014.23,15.88,26
2017-09-07,16,clear-day,Clear,29.32,29.32,0,1.53,0.17,0,0,1013.56,15.88,27
2017-09-07,17,clear-day,Clear,29.58,29.58,0.12,1.35,0.16,0,0,1012.92,15.85,11
2017-09-07,18,clear-day,Clear,29.63,29.63,,0.5,0.15,0,0,1012.25,15.79,43
2017-09-07,19,partly-cloudy-day,Partly Cloudy,28.79,28.79,0.31,1.41,0.17,0,0,1012.16,16.09,14
2017-09-07,20,partly-cloudy-day,Partly Cloudy,26.67,26.67,0.26,1.25,0.19,0,0,1012.45,16.03,6
2017-09-07,21,partly-cloudy-night,Partly Cloudy,24.96,24.96,0.31,0.91,0.21,0,0,1013.7,16.06,358
2017-09-07,22,clear-night,Clear,23.25,23.25,0,1.02,0.23,0,0,1014.84,16.09,26
2017-09-07,23,clear-night,Clear,20.44,20.44,0.02,2.18,0.3,0,0,1015.62,16.06,12
2017-05-25,0,partly-cloudy-night,Partly Cloudy,22.32,22.32,0.31,5.95,0.35,0,0,1014.06,16,125
2017-05-25,1,clear-night,Clear,21.72,21.72,0,6.68,0.38,0,0,1014.27,15.88,145
2017-05-25,2,clear-night,Clear,20.89,20.89,0.02,6.61,0.4,0,0,1015.15,15.88,137
2017-05-25,3,clear-night,Clear,19.62,19.62,0,6.82,0.43,0,0,1015.55,15.77,131
2017-05-25,4,clear-night,Clear,18.14,18.14,0,6.94,0.48,0,0,1015.82,15.68,90
2017-05-25,5,clear-night,Clear,16.88,16.88,0.02,7.09,0.52,0,0,1015.99,15.68,86
2017-05-25,6,clear-night,Clear,15.77,15.77,0,7.02,0.56,0,0,1016.23,15.58,67
2017-05-25,7,clear-day,Clear,16.84,16.84,0,7.57,0.54,0,0,1016.71,15.27,71
2017-05-25,8,clear-day,Clear,18.8,18.8,0.23,7.57,0.48,0,0,1016.13,15.34,57
2017-05-25,9,clear-day,Clear,21.16,21.16,0,7.62,0.42,0,0,1015.81,14.61,56
2017-05-25,10,clear-day,Clear,23.99,23.99,0,7.46,0.35,0,0,1015.09,14.61,96
2017-05-25,11,clear-day,Clear,26.13,26.13,0.17,7.67,0.31,0,0,1013.97,15,67
2017-05-25,12,partly-cloudy-day,Partly Cloudy,27.53,27.53,0.31,6.86,0.27,0,0,1012.93,15.03,115
2017-05-25,13,partly-cloudy-day,Partly Cloudy,28.9,28.9,0.31,6.68,0.25,0,0,1012.06,14.18,115
2017-05-25,14,partly-cloudy-day,Partly Cloudy,30.23,30.23,0.33,5.94,0.22,0,0,1011.27,13.29,148
2017-05-25,15,partly-cloudy-day,Partly Cloudy,31.27,31.27,0.31,5.71,0.2,0,0,1010.08,11.35,173
2017-05-25,16,partly-cloudy-day,Partly Cloudy,31.51,31.51,0.31,5.02,0.19,0,0,1009,12.28,117
2017-05-25,17,partly-cloudy-day,Partly Cloudy,31.38,31.38,0.36,4.95,0.19,0,0,1008.44,12.3,271
2017-05-25,18,partly-cloudy-day,Partly Cloudy,31.58,31.58,0.31,5.36,0.19,0.3226,0.11,1007.68,11.35,181
2017-05-25,19,partly-cloudy-day,Partly Cloudy,31.52,31.52,0.31,4.44,0.18,0.0229,0.04,1007.35,11.44,283
2017-05-25,20,partly-cloudy-day,Partly Cloudy,30.61,30.61,0.35,4.43,0.19,0,0,1007.1,12.33,338
2017-05-25,21,partly-cloudy-day,Mostly Cloudy,28.14,28.14,0.75,5.38,0.24,0,0,1007.71,12.67,253
2017-05-25,22,clear-night,Clear,26.03,26.03,0,6.34,0.28,0,0,1009.19,13.34,306
2017-05-25,23,clear-night,Clear,24.3,24.3,0.06,7.49,0.34,0,0,1010.3,15.4,24
2017-12-10,0,partly-cloudy-night,Mostly Cloudy,10.5,10.5,0.75,7,0.79,0,0,1022.39,11.39,231
2017-12-10,1,partly-cloudy-night,Mostly Cloudy,9.63,7.86,0.75,7.23,0.85,0,0,1021.97,11.36,242
2017-12-10,2,cloudy,Overcast,10.04,10.04,1,7,0.81,0.0762,0.15,1021.39,11.39,215
2017-12-10,3,cloudy,Overcast,9.56,7.96,1,6.78,0.83,0,0,1020.73,11.41,240
2017-12-10,4,cloudy,Overcast,9.77,7.61,0.98,6.6,0.81,0,0,1020.25,11.38,246
2017-12-10,5,cloudy,Overcast,9.51,7.78,1,6.11,0.79,0,0,1019.73,11.41,240
2017-12-10,6,cloudy,Overcast,8.79,6.71,1,6.86,0.88,0.066,0.26,1019.19,10.38,237
2017-12-10,7,cloudy,Overcast,9.03,6.69,0.94,7.47,0.9,0,0,1018.73,10.12,236
2017-12-10,8,cloudy,Overcast,8.92,6.32,1,7.36,0.9,0,0,1018.73,10.14,233
2017-12-10,9,cloudy,Overcast,9.11,6.53,1,7.37,0.89,0,0,1018.68,10.67,234
2017-12-10,10,partly-cloudy-day,Mostly Cloudy,9.76,7.19,0.89,7.49,0.86,0,0,1018.01,10.03,238
2017-12-10,11,cloudy,Overcast,10.09,10.09,1,7.49,0.84,0,0,1016.93,10.67,229
2017-12-10,12,wind,Breezy and Overcast,10.42,10.42,1,7.44,0.82,0,0,1016.45,11.14,233
2017-12-10,13,wind,Breezy and Overcast,10.56,10.56,0.94,7.7,0.82,0,0,1015.02,10.69,235
2017-12-10,14,cloudy,Overcast,10.88,10.88,1,7.73,0.81,0,0,1012.96,11.31,232
2017-12-10,15,cloudy,Overcast,10.71,10.71,1,8.23,0.85,0,0,1011.49,10.56,229
2017-12-10,16,wind,Breezy and Overcast,11.06,11.06,1,8.02,0.82,0,0,1009.45,10.67,225
2017-12-10,17,wind,Breezy and Overcast,10.33,10.33,1,8.59,0.89,0,0,1008.37,6.34,217
2017-12-10,18,wind,Breezy and Overcast,10.07,10.07,1,8.88,0.92,0.0254,0.1,1007.47,8.38,218
2017-12-10,19,wind,Breezy and Mostly Cloudy,10.13,10.13,0.89,8.65,0.9,0,0,1005.8,9.75,216
2017-12-10,20,wind,Breezy and Overcast,10.19,10.19,1,8.71,0.91,0,0,1004.35,8.4,216
2017-12-10,21,wind,Breezy and Overcast,10.04,10.04,1,7.33,0.83,0,0,1002.5,11.41,212
2017-12-10,22,wind,Breezy and Overcast,10.02,10.02,1,7.95,0.87,0,0,1001.2,10.65,207
2017-12-10,23,wind,Breezy and Overcast,9.61,5.81,1,8.09,0.9,0.0991,0.19,999.04,9.74,209
2017-11-24,0,partly-cloudy-night,Mostly Cloudy,8.84,8.84,0.75,1.51,0.6,0.0203,0.08,1021.14,15.53,241
2017-11-24,1,partly-cloudy-night,Mostly Cloudy,8.62,8.62,0.77,2.13,0.64,0,0,1021.13,13.39,231
2017-11-24,2,partly-cloudy-night,Mostly Cloudy,8.22,7.67,0.75,3.31,0.71,0.0102,0.04,1020.8,12.87,180
2017-11-24,3,partly-cloudy-night,Mostly Cloudy,8.7,7.59,0.75,3.76,0.71,0.0356,0.14,1020.68,12.81,200
2017-11-24,4,partly-cloudy-night,Mostly Cloudy,8.29,8.29,0.77,4.91,0.79,0,0,1020.77,12.83,218
2017-11-24,5,partly-cloudy-night,Mostly Cloudy,8.33,7.47,0.75,4.41,0.76,0,0,1020.63,12.87,201
2017-11-24,6,partly-cloudy-night,Partly Cloudy,8.66,7.97,0.31,4.58,0.76,0,0,1020.68,12.13,203
2017-11-24,7,partly-cloudy-night,Mostly Cloudy,9.61,9.61,0.74,5.01,0.73,0,0,1020.49,11.15,197
2017-11-24,8,partly-cloudy-night,Mostly Cloudy,9.8,9.8,0.75,4.57,0.7,0,0,1021.22,11.28,189
2017-11-24,9,clear-day,Clear,10.69,10.69,,4.79,0.67,0,0,1021.12,11.2,174
2017-11-24,10,partly-cloudy-day,Mostly Cloudy,11.61,11.61,0.79,5.53,0.66,0,0,1021.14,10.69,193
2017-11-24,11,cloudy,Overcast,12.6,12.6,1,5.17,0.61,0,0,1021.27,10.36,203
2017-11-24,12,cloudy,Overcast,14.1,14.1,1,6.31,0.59,0,0,1020.88,10.64,239
2017-11-24,13,partly-cloudy-day,Mostly Cloudy,15.26,15.26,0.76,7.24,0.59,0,0,1019.66,10.7,210
2017-11-24,14,cloudy,Overcast,16.01,16.01,1,8.1,0.59,0,0,1018.52,11.36,229
2017-11-24,15,partly-cloudy-day,Mostly Cloudy,16.34,16.34,0.75,8.31,0.59,0,0,1018.13,11.27,232
2017-11-24,16,partly-cloudy-day,Mostly Cloudy,15.95,15.95,0.73,8.63,0.62,0,0,1017.84,11.09,227
2017-11-24,17,partly-cloudy-day,Mostly Cloudy,15.49,15.49,0.75,8.06,0.61,0,0,1018.08,11.64,231
2017-11-24,18,partly-cloudy-night,Mostly Cloudy,13.27,13.27,0.75,7.87,0.7,0.0914,0.04,1018.36,14.71,224
2017-11-24,19,partly-cloudy-night,Mostly Cloudy,12.19,12.19,0.65,7.39,0.72,0,0,1018.91,15.53,220
2017-11-24,20,partly-cloudy-night,Partly Cloudy,11.54,11.54,0.31,7.12,0.74,0.0152,0.06,1019.63,16,217
2017-11-24,21,clear-night,Clear,9.73,9.43,,5.88,0.77,0,0,1019.95,16.06,218
2017-11-24,22,cloudy,Overcast,8.78,7.12,1,5.46,0.8,0,0,1020.26,15.68,214
2017-11-24,23,partly-cloudy-night,Partly Cloudy,8.21,8.21,0.31,5.1,0.81,0.0305,0.06,1020.5,13.94,227
2017-09-10,0,partly-cloudy-night,Partly Cloudy,15.01,15.01,0.31,4.91,0.51,0.0127,0.05,1010.29,16.09,6
2017-09-10,1,partly-cloudy-night,Partly Cloudy,14.18,14.18,0.31,4.49,0.52,0,0,1010.91,13.58,7
2017-09-10,2,clear-night,Clear,12.86,12.86,0.02,4.27,0.56,0,0,1011.69,16.09,10
2017-09-10,3,partly-cloudy-night,Partly Cloudy,12.37,12.37,0.31,3.97,0.56,0,0,1012.2,13.58,7
2017-09-10,4,clear-night,Clear,12.03,12.03,0,4.32,0.59,0,0,1012.38,16.09,353
2017-09-10,5,clear-night,Clear,11.33,11.33,0.06,4.73,0.64,0,0,1012.84,14.27,355
2017-09-10,6,clear-night,Clear,10.67,10.67,0,4.22,0.64,0,0,1013.52,14.27,16
2017-09-10,7,clear-night,Clear,10.72,10.72,0,3.99,0.63,0,0,1014.22,14.27,317
2017-09-10,8,partly-cloudy-day,Partly Cloudy,11.04,11.04,0.29,4.02,0.62,0,0,1015.01,14.05,345
2017-09-10,9,partly-cloudy-day,Partly Cloudy,13.09,13.09,0.31,4.34,0.55,0,0,1015.49,12.67,343
2017-09-10,10,partly-cloudy-day,Partly Cloudy,15.06,15.06,0.31,4.48,0.49,0,0,1015.05,13.79,351
2017-09-10,11,partly-cloudy-day,Partly Cloudy,16.36,16.36,0.3,4.36,0.45,0,0,1015.11,12.68,340
2017-09-10,12,partly-cloudy-day,Partly Cloudy,17.55,17.55,0.31,3.59,0.39,0,0,1015.05,11.52,325
2017-09-10,13,partly-cloudy-day,Partly Cloudy,18.77,18.77,0.31,3.09,0.35,0,0,1014.64,11.52,325
2017-09-10,14,partly-cloudy-day,Partly Cloudy,20.22,20.22,0.31,2.84,0.32,0,0,1014.24,13.47,324
2017-09-10,15,partly-cloudy-day,Partly Cloudy,21.44,21.44,0.31,2.38,0.28,0,0,1013.81,16.09,275
2017-09-10,16,partly-cloudy-day,Partly Cloudy,22.24,22.24,0.31,2.01,0.26,0,0,1012.98,16.09,291
2017-09-10,17,partly-cloudy-day,Partly Cloudy,22.96,22.96,0.31,2.17,0.26,0,0,1012.06,16.09,262
2017-09-10,18,clear-day,Clear,23.17,23.17,0,1.74,0.24,0,0,1011.83,16.09,310
2017-09-10,19,partly-cloudy-day,Partly Cloudy,22.7,22.7,0.31,1.47,0.25,0,0,1011.72,16.09,276
2017-09-10,20,partly-cloudy-day,Mostly Cloudy,21.74,21.74,0.64,1.72,0.27,0,0,1012.26,15.64,294
2017-09-10,21,partly-cloudy-night,Partly Cloudy,20.56,20.56,0.31,1.67,0.29,0,0,1012.97,16.09,297
2017-09-10,22,partly-cloudy-night,Mostly Cloudy,19.75,19.75,0.75,1.7,0.3,0,0,1013.7,16.09,284
2017-09-10,23,partly-cloudy-night,Mostly Cloudy,17.69,17.69,0.75,2.52,0.36,0,0,1014.44,16.09,342
2017-11-02,0,partly-cloudy-night,Mostly Cloudy,10.76,10.76,0.75,7.01,0.78,0,0,1019.82,15.74,101
2017-11-02,1,partly-cloudy-night,Mostly Cloudy,10.65,10.65,0.75,7.12,0.79,0,0,1019.83,13.12,96
2017-11-02,2,cloudy,Overcast,10.67,10.67,1,7.33,0.8,0,0,1019.58,12.18,147
2017-11-02,3,cloudy,Overcast,10.27,10.27,1,7.41,0.82,0,0,1019.7,12.46,22
2017-11-02,4,cloudy,Overcast,9.92,9.92,1,7.32,0.84,0,0,1019.44,13.12,41
2017-11-02,5,partly-cloudy-night,Mostly Cloudy,10.45,10.45,0.75,7.25,0.81,0,0,1019.38,12.59,58
2017-11-02,6,partly-cloudy-night,Mostly Cloudy,10.36,10.36,0.75,8.23,0.87,0,0,1019.67,11.36,54
2017-11-02,7,partly-cloudy-night,Mostly Cloudy,11.03,11.03,0.75,9.08,0.88,0,0,1019.57,11.12,86
2017-11-02,8,partly-cloudy-day,Mostly Cloudy,11.09,11.09,0.69,9.26,0.88,0,0,1020,10.3,98
2017-11-02,9,partly-cloudy-day,Mostly Cloudy,11.91,11.91,0.75,9.61,0.86,0,0,1020.07,10.72,118
2017-11-02,10,cloudy,Overcast,13.75,13.75,0.97,10.79,0.82,0,0,1019.9,10.67,105
2017-11-02,11,cloudy,Overcast,14.87,14.87,1,10.73,0.76,0,0,1019.07,10.57,139
2017-11-02,12,cloudy,Overcast,16.11,16.11,1,10.22,0.68,0,0,1018.38,10.69,180
2017-11-02,13,partly-cloudy-day,Mostly Cloudy,17.06,17.06,0.82,10.21,0.64,0,0,1017.25,10.67,189
2017-11-02,14,cloudy,Overcast,18.37,18.37,1,9.54,0.56,0,0,1016.01,10.93,185
2017-11-02,15,partly-cloudy-day,Mostly Cloudy,18.13,18.13,0.75,8.9,0.55,0,0,1015.15,10.96,186
2017-11-02,16,partly-cloudy-day,Mostly Cloudy,17.98,17.98,0.75,8.09,0.52,0,0,1015.09,10.69,179
2017-11-02,17,partly-cloudy-day,Mostly Cloudy,17.63,17.63,0.75,7.88,0.53,0,0,1014.9,10.85,187
2017-11-02,18,cloudy,Overcast,16.89,16.89,1,8.27,0.57,0,0,1014.98,10.69,180
2017-11-02,19,partly-cloudy-night,Mostly Cloudy,16.18,16.18,0.8,8.47,0.6,0,0,1015.4,13.33,166
2017-11-02,20,cloudy,Overcast,15.16,15.16,1,8.29,0.64,0,0,1015.63,12.99,157
2017-11-02,21,cloudy,Overcast,13.24,13.24,1,8.38,0.72,0,0,1016.04,14.48,151
2017-11-02,22,cloudy,Overcast,12.46,12.46,0.98,8.38,0.76,0,0,1016.2,14.81,139
2017-11-02,23,cloudy,Overcast,12.01,12.01,1,8.12,0.77,0,0,1016.15,12.49,94
2017-03-23,0,partly-cloudy-night,Mostly Cloudy,1.93,-1.81,0.75,-0.7,0.83,0.1397,0.07,1012.94,10.56,251
2017-03-23,1,partly-cloudy-night,Partly Cloudy,1.59,-2.36,0.31,-1.68,0.79,0,0,1013.32,11.28,253
2017-03-23,2,partly-cloudy-night,Partly Cloudy,1.03,-2.69,0.31,-2.24,0.79,0,0,1013.58,11.56,250
2017-03-23,3,partly-cloudy-night,Partly Cloudy,0.62,-3.28,0.31,-2.3,0.81,0,0,1013.79,14.32,248
2017-03-23,4,partly-cloudy-night,Partly Cloudy,0.22,-2.85,0.31,-2.77,0.8,0,0,1013.28,14.4,238
2017-03-23,5,partly-cloudy-night,Partly Cloudy,-0.51,-2.29,0.31,-2.39,0.87,0,0,1013.32,15.63,234
2017-03-23,6,clear-night,Clear,-1.02,-1.02,,-2.54,0.89,0,0,1013.21,14.58,207
2017-03-23,7,partly-cloudy-night,Partly Cloudy,-1.15,-3.64,0.38,-2.09,0.93,0,0,1013.59,13.45,204
2017-03-23,8,partly-cloudy-day,Partly Cloudy,-0.58,-3.98,0.31,-2,0.9,0,0,1013.79,11.07,203
2017-03-23,9,partly-cloudy-day,Partly Cloudy,0.74,-2.11,0.31,-1.37,0.86,0.0762,0.15,1013.66,11.18,201
2017-03-23,10,partly-cloudy-day,Mostly Cloudy,1.65,-1.01,0.65,-0.58,0.85,0,0,1013.75,10.93,201
2017-03-23,11,partly-cloudy-day,Mostly Cloudy,2.51,-0.08,0.75,-0.19,0.82,0.0635,0.08,1013.25,9.91,208
2017-03-23,12,partly-cloudy-day,Mostly Cloudy,3.19,0.66,0.75,0.37,0.82,0.1575,0.34,1012.79,9.21,211
2017-03-23,13,cloudy,Overcast,4.5,2.22,0.98,0.22,0.74,0,0,1012.22,9.98,217
2017-03-23,14,partly-cloudy-day,Mostly Cloudy,2.35,-0.26,0.75,0.43,0.87,0.1956,0.3,1011.74,6.37,241
2017-03-23,15,cloudy,Overcast,2.11,0.53,1,0.61,0.9,0.1397,0.3,1011.98,6.95,250
2017-03-23,16,partly-cloudy-day,Mostly Cloudy,3.48,3.48,0.85,1.42,0.86,0,0,1011.72,11.09,244
2017-03-23,17,cloudy,Overcast,4.09,4.09,1,1.33,0.82,0.0356,0.14,1011.38,10.99,209
2017-03-23,18,partly-cloudy-day,Mostly Cloudy,4.56,3.07,0.75,0.76,0.76,0.0356,0.1,1011.2,11.17,216
2017-03-23,19,partly-cloudy-day,Partly Cloudy,4,2.17,0.58,0.91,0.8,0,0,1011.62,11.28,173
2017-03-23,20,partly-cloudy-night,Mostly Cloudy,2.73,1.39,0.75,0.94,0.88,0.0356,0.07,1012.76,11.23,164
2017-03-23,21,partly-cloudy-night,Mostly Cloudy,2.26,0.57,0.75,0.81,0.9,0.0178,0.07,1013.47,11.3,158
2017-03-23,22,partly-cloudy-night,Mostly Cloudy,1.73,1.73,0.72,0.19,0.89,0,0,1014.16,11.86,164
2017-03-23,23,partly-cloudy-night,Mostly Cloudy,1.54,0.09,0.75,-0.28,0.88,0.0483,0.19,1014.82,12.34,152
2017-06-16,0,partly-cloudy-night,Mostly Cloudy,23.91,23.91,0.75,13.25,0.51,0.033,0.13,1019.39,13.39,105
2017-06-16,1,partly-cloudy-night,Mostly Cloudy,23.58,23.58,0.75,12.84,0.51,0,0,1019.7,13.58,118
2017-06-16,2,partly-cloudy-night,Mostly Cloudy,23.01,23.01,0.75,12.73,0.52,0,0,1019.58,16.09,71
2017-06-16,3,partly-cloudy-night,Mostly Cloudy,22.06,22.06,0.75,12.45,0.55,0,0,1018.9,16.09,21
2017-06-16,4,clear-night,Clear,21.47,21.47,0,12.52,0.57,0,0,1018.34,16.09,39
2017-06-16,5,partly-cloudy-night,Mostly Cloudy,21.3,21.3,0.75,12.43,0.57,0,0,1018.21,16.03,111
2017-06-16,6,partly-cloudy-night,Mostly Cloudy,20.64,20.64,0.75,11.93,0.57,0,0,1018.21,16.09,103
2017-06-16,7,partly-cloudy-day,Partly Cloudy,21.02,21.02,0.31,12.88,0.6,0,0,1018.41,15.88,112
2017-06-16,8,partly-cloudy-day,Partly Cloudy,22.97,22.97,0.47,12.53,0.52,0,0,1018.04,16,67
2017-06-16,9,partly-cloudy-day,Mostly Cloudy,24.87,24.87,0.75,12.64,0.47,0,0,1018.31,16.09,96
2017-06-16,10,partly-cloudy-day,Partly Cloudy,26.96,26.96,0.31,12.22,0.4,0.0127,0.05,1018.34,16.09,135
2017-06-16,11,clear-day,Clear,29.45,29.45,0.18,12.31,0.35,0,0,1017.83,16.09,106
2017-06-16,12,clear-day,Clear,31.76,31.76,0,11.86,0.3,0,0,1017.07,16.09,149
2017-06-16,13,clear-day,Clear,33.05,33.05,0,11.44,0.27,0,0,1016.53,15.19,168
2017-06-16,14,partly-cloudy-day,Partly Cloudy,34.74,34.74,0.25,11.14,0.24,0,0,1015.83,13.78,150
2017-06-16,15,clear-day,Clear,35.93,35.93,0,10.53,0.22,0,0,1014.78,13.2,232
2017-06-16,16,clear-day,Clear,37.11,37.11,0,9.74,0.19,0,0,1013.75,12.33,219
2017-06-16,17,partly-cloudy-day,Partly Cloudy,36.96,36.96,0.34,9.42,0.19,0,0,1012.92,11.35,4
2017-06-16,18,partly-cloudy-day,Partly Cloudy,36.82,36.82,0.31,9.04,0.19,0,0,1012.6,11.35,297
2017-06-16,19,partly-cloudy-day,Partly Cloudy,35.26,35.26,0.31,11.24,0.23,0,0,1012.01,10.99,338
2017-06-16,20,partly-cloudy-day,Mostly Cloudy,34.3,34.3,0.73,10.78,0.24,0,0,1012.76,11.43,320
2017-06-16,21,partly-cloudy-day,Mostly Cloudy,32.46,32.46,0.75,12.42,0.3,0,0,1012.92,11.81,28
